date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:28:41	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:41%20GMT	https://rgbtfire.webflow.io/match/faze-vs-g2	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/match/faze-vs-g2.html	(from https://rgbtfire.webflow.io/home-page)
12:28:41	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:41%20GMT	https://rgbtfire.webflow.io/team/foolish	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/team/foolish.html	(from https://rgbtfire.webflow.io/match/g2-astralis)
12:28:41	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:41%20GMT	https://rgbtfire.webflow.io/team/leroy	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/team/leroy.html	(from https://rgbtfire.webflow.io/match/g2-astralis)
12:28:42	0/-1	---M--	502	error ('')			https://rgbtfire.webflow.io/sponsor/2501-organization	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/sponsor/2501-organization.html	(from https://rgbtfire.webflow.io/sponsors)
12:28:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:42%20GMT	https://rgbtfire.webflow.io/match/%22https://assets-global.website-files.com/64c79ee268baad8314427a80/6504866d83ec54565bd3edc5_hero-video-poster-00001.jpg%22	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/match/_https_/assets-global.website-files.com/64c79ee268baad8314427a80/6504866d83ec54565bd3edc5_hero-video-poster-00001.html	(from https://rgbtfire.webflow.io/match/g2-astralis)
12:28:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:42%20GMT	https://rgbtfire.webflow.io/sponsor/ecore	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/sponsor/ecore.html	(from https://rgbtfire.webflow.io/sponsors)
12:28:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:42%20GMT	https://rgbtfire.webflow.io/sponsor/foolish	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/sponsor/foolish.html	(from https://rgbtfire.webflow.io/sponsors)
12:28:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:42%20GMT	https://rgbtfire.webflow.io/template-info/%22https://assets-global.website-files.com/64c79ee268baad8314427a80/6504866d83ec54565bd3edc5_hero-video-poster-00001.jpg%22	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/template-info/_https_/assets-global.website-files.com/64c79ee268baad8314427a80/6504866d83ec54565bd3edc5_hero-video-poster-00001.html	(from https://rgbtfire.webflow.io/template-info/licenses)
12:28:42	0/-1	---M--	502	error ('')			https://rgbtfire.webflow.io/sponsor/2501-organization	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/sponsor/2501-organization.html	(from https://rgbtfire.webflow.io/sponsors)
12:28:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:42%20GMT	https://rgbtfire.webflow.io/match/%22https://assets-global.website-files.com/64c79ee268baad8314427a80/6504866d83ec54565bd3edc5_hero-video-poster-00001.jpg%22	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/match/_https_/assets-global.website-files.com/64c79ee268baad8314427a80/6504866d83ec54565bd3edc5_hero-video-poster-00001.html	(from https://rgbtfire.webflow.io/match/g2-astralis)
12:28:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:42%20GMT	https://rgbtfire.webflow.io/team/foolish	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/team/foolish.html	(from https://rgbtfire.webflow.io/match/g2-astralis)
12:28:43	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Tue,%2013%20Feb%202024%2006:58:42%20GMT	https://rgbtfire.webflow.io/team/leroy	C:/My%20Web%20Sites/SideQuest/rgbtfire.webflow.io/team/leroy.html	(from https://rgbtfire.webflow.io/match/g2-astralis)
